zona,bairro,local,endereco,secao,denise,helenir,total
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA CECÍLIA,"RUA COLORADO, 450, CECÍLIA",405,0,1,1
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VINTE DE SETEMBRO,"AVENIDA PLÁCIDO MOTTIN, 1097, CECÍLIA",28,2,0,2
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VINTE DE SETEMBRO,"AVENIDA PLÁCIDO MOTTIN, 1097, CECÍLIA",140,1,0,1
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VINTE DE SETEMBRO,"AVENIDA PLÁCIDO MOTTIN, 1097, CECÍLIA",196,1,0,1
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VINTE DE SETEMBRO,"AVENIDA PLÁCIDO MOTTIN, 1097, CECÍLIA",217,1,1,2
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VINTE DE SETEMBRO,"AVENIDA PLÁCIDO MOTTIN, 1097, CECÍLIA",235,3,2,5
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VINTE DE SETEMBRO,"AVENIDA PLÁCIDO MOTTIN, 1097, CECÍLIA",421,1,0,1
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VINTE DE SETEMBRO,"AVENIDA PLÁCIDO MOTTIN, 1097, CECÍLIA",444,2,0,2
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VINTE DE SETEMBRO,"AVENIDA PLÁCIDO MOTTIN, 1097, CECÍLIA",526,3,0,3
72,Santa Cecília,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ÉRICO VERISSIMO,"RUA DA HIDRÁULICA, 773, CECÍLIA",297,0,2,2
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",17,2,2,4
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",61,0,2,2
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",80,0,1,1
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",117,0,1,1
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",141,0,1,1
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",169,0,1,1
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",187,1,1,2
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",205,1,0,1
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",273,1,0,1
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",340,0,1,1
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",348,0,1,1
72,Santa Cecília,INSTITUTO ESTADUAL DE EDUCAÇÃO ISABEL DE ESPANHA,"AVENIDA SENADOR SALGADO FILHO, 1579, CECÍLIA",461,0,1,1
72,Santa Isabel,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL WALT DISNEY,"RUA MEDIANEIRA, 648, SANTA ISABEL",10,1,0,1
72,Santa Isabel,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL WALT DISNEY,"RUA MEDIANEIRA, 648, SANTA ISABEL",68,1,0,1
72,Santa Isabel,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL WALT DISNEY,"RUA MEDIANEIRA, 648, SANTA ISABEL",100,3,0,3
72,Santa Isabel,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL WALT DISNEY,"RUA MEDIANEIRA, 648, SANTA ISABEL",151,1,0,1
72,Santa Isabel,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL WALT DISNEY,"RUA MEDIANEIRA, 648, SANTA ISABEL",189,1,1,2
72,Santa Isabel,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL WALT DISNEY,"RUA MEDIANEIRA, 648, SANTA ISABEL",222,1,1,2
72,Santa Isabel,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL WALT DISNEY,"RUA MEDIANEIRA, 648, SANTA ISABEL",527,3,0,3
72,Santa Isabel,ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL CARLOS CHAGAS,"RUA TRIÂNGULO, S/N, SANTA ISABEL",447,1,0,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",22,1,0,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",58,4,1,5
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",76,0,1,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",99,2,0,2
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",123,1,0,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",133,0,1,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",180,2,0,2
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",203,1,0,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",220,0,1,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO PASQUALINI,"RUA CASEMIRO DE ABREU, 385, SANTA ISABEL",238,1,1,2
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA ISABEL,"RUA RINCÃO DA QUERÊNCIA, 59, SANTA ISABEL",278,1,0,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA ISABEL,"RUA RINCÃO DA QUERÊNCIA, 59, SANTA ISABEL",283,1,0,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA ISABEL,"RUA RINCÃO DA QUERÊNCIA, 59, SANTA ISABEL",409,0,1,1
72,Santa Isabel,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA ISABEL,"RUA RINCÃO DA QUERÊNCIA, 59, SANTA ISABEL",522,1,1,2
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",31,0,1,1
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",73,1,1,2
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",93,1,0,1
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",122,1,1,2
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",161,0,1,1
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",272,1,1,2
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",314,3,1,4
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",442,0,1,1
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",462,0,2,2
72,São Tomé,ESCOLA ESTADUAL DE ENSINO MÉDIO BARÃO DE LUCENA,"RUA DA SAUDADE, 16, SÃO TOMÉ",530,2,0,2
72,Sítios,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSÉ LOUREIRO DA SILVA,"ESTRADA JOÃO PEDRO DELGADO SOBRINHO, 100, SÍTIOS",429,1,1,2
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",14,2,2,4
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",15,1,1,2
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",94,1,1,2
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",103,1,1,2
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",149,2,0,2
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",241,2,1,3
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",262,1,0,1
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",284,2,0,2
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",321,0,1,1
72,Viamópolis,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR TOLENTINO MAIA,"RUA DOM PEDRITO, 130, VIAMÓPOLIS",373,0,1,1
